reviews,notes
"le film prend beaucoup de liberté avec le jeu, ce qui brise totalement l'immersion, quasiment aucune musique n'est utilisée (pourquoi?) Les acteurs sont au mieux oubliables, au pire insupportables comme Momoa et Jack Black.","0,5"
Franchement je comprends pas il y a des gens qui on critiquer le film alors qu'ils n'étais même pas sorti je trouve ça ridicule de dire que le film vas être nul avant ça sorti. D'autres préférais de la l'animation mais c'est ça c'est pas du cinéma il y à plusieurs youtuber qui font de l'animation sur YouTube alors le mettre au cinéma n'aurait pas d'intérêt alors que là c'est en live action et sa ma l'air drôle.,"5,0"
"Cinématographiquement... c'est pas bien. y a rien qui va dans le scénario, y a des erreurs de logique, ça ne respecte pas entièrement le jeu... mais quand on sait ça, qu'on y va avec des amis, et qu'on le voit juste pour rire et s'en moqué, on passe un très bon moment. l'humour est top et le plus gros point fort du fim pour moi, reste Jack Black.","2,5"
"Ce film est excellent  je le recommande à tous les fans de cinéma et de comédies musicales et de jeux vidéos, chicken  jockey","5,0"
"Mal joué, mal fait, des personnages insupportables et pas attachants avec un scénario des plus mauvais …","0,5"
Je me suis bien marré. Ce film est une petite pépite car on sent que les acteurs se sont bien amusés. Et nous on passe un très bon moment.  C'est rafraîchissant et plein de bonne humeur. Je ne joue pas à minecraft donc je n'ai pas le point de vue de comparaison avec le jeux. Mention spéciale pour jack Black et Jason momoa. Si vous voulez changer d'air n'exitez pas !,"5,0"
"Film en grande partie raté et mauvais - Personnage de Momoa insupportable et pourtant j’apprécie l’acteur- Blagues de bas niveau, aucune n’a réussie- Public visé entre 7 et 11 ans- Côté créatif poussé au début puis totalement abandonné, c’était pourtant le message que semblait vouloir porter ce film","1,5"
"mauvais film, un acting et des effets visuels déplorables. une histoire des plus simples..............","1,5"
"Je ne m’attendais pas à grand chose, mais c’était pire que ça aucune histoire digne de ce nom. Les chansons sont nulles. Je me suis ennuyé du début à la fin.","1,0"
Pas grand chose à retenir de bien dans ce film. On assiste plus à une mauvaise comédie à l'américaine sans histoire et sans créativité dans la mise en scène qu'une réelle insertion dans un univers qui pourrait avoir du potentiel sur grand écran.,"1,5"
"Aucune surprise par rapport à la bande-annonce, on sait ce qu'on va voir : un film d'action familial formaté, exploitant l'univers de Minecraft.Un rythme effréné, de gros effets spéciaux (assez réussis, avouons), mais ça manque cruellement de la poésie propre au jeu vidéo.Pas vraiment à conseiller aux joueurs de la première heure (ceux adultes aujourd'hui), mais plaira aux enfants. J'espère qu'un autre projet plus réfléchi verra le jour.","1,5"
"Un échec total, tellement de possibilités de faire un bon film minecraft mais ils ont pris une direction artistique qui n’a ni queue ni tete, très déçu","1,0"
"Décors magnifiques. Ils ont voulu mettre trop de détails, parler ou faire référence a trop de choses ce qui gâche l'histoire.","2,5"
"Après des années d'attente, l'adaptation du célèbre jeu vidéo ""Minecraft"" est sorti. Film qui me tenait à cœur d'aller le voir tant j'ai joué au jeu durant mon adolescence. Pourtant, les bandes-annonces ne m'ont pas convaincus, et le film était encore pire... Il y avait plein d'aspects et de façons de faire à exploiter avec cet univers, finalement tout ce dont on a eu le droit c'est une parodie de Jumanji. Un scénario totalement claqué (mais pour un long-métrage qui ne se prend pas au sérieux cela paraît logique), un film qui essaie d'être drôle mais qui en devient presque gênant, des personnages inintéressants. Cette production a juste permis à Jack Black et Jason Momoa de se lâcher, et a tenté de viser un public familial, mais franchement je pense que même dans ce domaine le film reste très limité. Déçu que Minecraft aux yeux des producteurs n'ait pas été pris au sérieux et a simplement été une opportunité de faire de l'humour très enfantin, je vois cela comme un manque de respect pour la licence et pour nous. Quand tu vois que même le jeu vidéo (pourtant destiné aux enfants) ""Minecraft : Story Mode"" mieux fait avec une histoire bien plus prenante et des personnages plus attachants, c'est dire le niveau de ce film...","1,0"
"Je ne connais Minecraft que par le fait que mon fils ainé, qui a aujourd'hui 20 ans, y a longuement joué lorsqu'il était un peu plus jeune. Mais j'avoue ne jamais avoir vraiment compris l'intérêt du jeu (chacun ses goûts). Là, nous sommes allé voir le film à trois, mon fils, ma fille cadette de 11 ans et moi-même donc. Et là, quelle déception. Autant je ne m'attendais pas à grand chose d'un jeu vidéo minimaliste adapté au cinéma, mais c'est d'une faiblesse d'écriture. Les personnages sont peu développés, les dialogues sont simplistes voire nullissimes, les effets spéciaux sont peu convaincants. Même Jack Black que j'aime beaucoup semble en faire des tonnes pour essayer de sauver les meubles. C'est convenu, sans surprise aucune et un peu longuet au final. Seule ma fille a vraiment aimé et je pense que c'est là, le cœur de cible de ce genre de production. Donc à titre personnel ainsi que de l'avis de mon fils, nous n'avons pas du tout aimé, mais cela devrait plaire à un public plus jeune.","1,5"
"Je connaissais le jeu vidéo par mon fils qui comme beaucoup d'enfant de cette génération en sont fan, ce que j'avais du mal à comprendre au vu des graphismes! Mais les quelques références que je connaissais sont bien présentes dans ce film, avec des graphismes visuellement réussi. On a passé un super moment en famille, si le scénario n'est peut-être pas ""dingue"", l'e divertissement est là, la musique, l'ambiance, ... N'en déplaise aux haters, je me hâte de le revoir à la maison","4,5"
vide sans intérêt même pour les adeptes du jeu .a mourir d'ennui à croire qu'une ia a écrit le film.,"1,0"
"Film familial correct, pas fou mais sympa pour les enfants. Mon fils de 6 ans a passé un bon moment.","2,5"
"Comédie axée pour les enfants, plutôt sympa même si on n'est pas dans du grand cinéma, on passe un bon moment.","3,0"
"franchement mes enfants ont beaucoup apprécié. on n a bien rit, c'est l'essentiel.  Les effets spéciaux mon bien plus. histoire on oublie mais j'ai aimé les personnages les ports, mm ,m ( les monosourcils ).","3,5"
"Honnêtement, du bon divertissement,   la note moyenne est vraiment abusée.  Les acteurs sont plutôt bien choisi, (mais pourquoi mettre un gamin comme héros ???), on sourit et on rit  même deux ou trois fois à gorge déployée. La barrière des vrais acteurs dans un faux décor est difficile à franchir mais on ne peut pas leur reprocher d'avoir fait leur possible. Parti avec un a priori très négatif, je ressors quand même le sourire aux lèvres, le pari est plutôt réussi !","3,5"
"une insulte au jeu vidéo , les dialogues on dirait des enfants qui parlent entre eux, les vannes et les jeux de mots sont pas drôle. un frisson de gêne tous le long du film,un film juste marketing qui montre rien de la créativité et de ce que propose le jeu.","0,5"
"C'était pitoyable, un doigt d'honneur à tout ce qui a fait notre enfance. Même le fan service était misérable. Très clairement à la hauteur des attentes :)","1,0"
le scénarii du film est moyen au debut du film pendant l’arrivé des heros et a la fin du film. il y avait pas mal de gag sur le mot  porc par la reine piglin par rapport à la bouffe.  L’OST  accompagnant le film était énergique  et puissante à chaque moment du film.   L’action se passe principalement sur la surface dans le monde de Minecraft.   a la fin du film les héros du film ont créés un jeu video ma pour résumé le film était cool  plutôt dans l’aventure sur minecraft et l’OST. Pas mal d’action et de gag.,"2,5"
"Difficile de critiquer ce film, je vais donc faire simple: divertissant sur la forme, vide sur le fond, le scénario tient sur un timbre poste, les situations s'enchaînent sans véritable cohérence ou logique. Cependant les easter egg, les name drop sont assez généreux et visuellement c'est ok tier, on ne passe pas le meilleur moment de notre vie mais ce n'est pas horrible non plus.","3,0"
"Alors, perso je m'attendais à un navet absolu et j'y allais pour accompagner. Au final ma foi, j'ai vu pas mal d'adaptations dans ma vie dont les tristement célèbres Double Dragon et Super Mario Bros dans les années 90, en comparaison ce Minecraft ne s'en tire pas trop mal dans son registre. Le scénario est classique pour un jeu vidéo ou son adaptation. Les acteurs font le job, dommage pour la coupe cheveux de Jason Momoa par contre, pour les moments où Jack Black chante, la VF plombe clairement la prestation comme d'habitude en VF, il suffit d'avoir vu une ou deux vidéos du jeu pour capter les références, humour sympa sans lourdeur pipi-caca trop souvent utilisés dans ce type de film, un divertissement sympa car une bonne surprise.A noter que je n'ai jamais joué au jeu qui ne m'attire pas du tout et je le connais vaguement via des vidéos de gameplay. Pour ceux qui s'attendaient à voir du grand cinéma en se payant une place pour Minecraft, je pense qu'ils n'ont juste rien compris au sujet.","3,0"
